ai0 	-0.60930526815355D-02 		-0.44151442125440D-02 		0.00000000000000D+00
ai1 	-0.13621575199068D-01 		-0.61437641270459D-02 		0.00000000000000D+00
ai2 	-0.45660788997838D-01 		-0.10177246335680D+00 		0.16082816702565D+00
ai3 	0.11230757774433D+00 		-0.25452335322626D+00 		0.13772915239242D+01
ai4 	0.36172101010484D+00 		-0.32596219577719D+00 		0.46100352215597D+01
ai5 	0.23710940431335D+00 		-0.23344635267770D+00 		0.77406092052939D+01
ai6 	-0.14300929222822D+00 		-0.92940364296357D-01 		0.69328765962609D+01
ai7 	-0.18657853386373D+00 		-0.19153257528366D-01 		0.31673915035111D+01
ai8 	-0.44652604375371D-01 		-0.15905291914747D-02 		0.58055948305632D+00
